Semester,Age,Gender,Address,Region,Family_Size,Family_Income,First_Generation_Student,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,GPA,Marks_Math,Marks_Physics,Marks_CS,Marks_English,Marks_Economics,Marks_Elective,Grade_1,Grade_2,Final_Grade,Number_of_Backlogs,Number_of_Failures,Attendance_Pct,Assignment_Score,Credits_Completed,Study_Time,Number_of_Absences,LMS_Activity_Score,Login_Frequency_Per_Week,Participation_Level,Class_Engagement_Score,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Wants_Higher_Education,Internet_Access,In_Relationship,Attended_Nursery,Travel_Time,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Tuition_Fee_Payment_Status,Scholarship_Available,Financial_Aid,Dropped_Out
2,23,Male,Urban,East,>3,Low,No,Apart,Secondary,Secondary,Healthcare,Other,Reputation,Mother,5.42,55.6,44.9,35.4,39.9,36.6,34.0,9,10,10,1,0,60.5,38.4,40,3,13,54.0,3,Low,4.3,No,Yes,No,No,Yes,Yes,No,Yes,3,3,3,3,2,3,1,Paid,No,Yes,0
3,23,Male,Urban,East,>3,Low,No,Apart,Secondary,Secondary,Healthcare,Other,Reputation,Mother,3.81,40.6,33.5,25.1,29.8,24.7,29.3,3,8,6,3,2,88.4,23.6,36,4,2,69.4,1,Low,4.3,No,Yes,No,No,Yes,Yes,No,Yes,3,3,5,2,3,1,3,Paid,No,Yes,1
4,24,Male,Urban,East,>3,Low,No,Apart,Secondary,Secondary,Healthcare,Other,Reputation,Mother,2.14,20.2,34.0,22.8,14.9,27.8,12.3,5,6,6,1,3,71.5,24.0,80,4,5,65.4,5,Low,3.7,No,Yes,No,Yes,Yes,Yes,No,Yes,3,3,1,1,5,2,4,Unpaid,No,Yes,1
1,19,Male,Rural,Central,>3,Low,Yes,Together,Secondary,Higher,Services,Teacher,Course,Father,7.72,57.6,42.6,50.2,45.2,42.0,58.5,13,14,14,0,0,79.6,52.7,24,2,7,88.1,4,High,6.5,No,Yes,Yes,No,No,Yes,No,No,2,3,3,3,3,5,2,Unpaid,No,No,0
2,20,Male,Rural,Central,>3,Low,Yes,Together,Secondary,Higher,Services,Teacher,Course,Father,3.57,23.2,33.1,24.1,27.6,18.3,26.8,8,6,7,1,3,84.9,19.6,40,2,6,55.7,5,Low,2.3,No,Yes,No,No,No,Yes,No,No,2,3,2,3,2,2,4,Unpaid,No,No,1
3,20,Male,Rural,Central,>3,Low,Yes,Together,Secondary,Higher,Services,Teacher,Course,Father,6.25,30.0,53.6,53.8,63.7,50.0,56.0,13,11,12,1,0,61.3,58.0,60,4,15,59.7,2,Medium,6.3,No,Yes,No,No,No,Yes,No,No,2,3,3,2,5,3,4,Partial,No,No,0
4,21,Male,Rural,Central,>3,Low,Yes,Together,Secondary,Higher,Services,Teacher,Course,Father,3.2,18.2,19.1,13.5,35.2,42.0,15.7,6,7,6,4,3,92.6,20.6,32,4,2,70.4,5,Low,1.9,Yes,Yes,Yes,No,No,Yes,No,No,2,3,3,1,1,3,3,Unpaid,No,No,1
1,24,Other,Rural,Central,>3,Low,No,Together,Primary,Unknown,Healthcare,Healthcare,Other,Mother,6.64,52.1,48.7,62.3,45.4,42.9,59.6,12,12,12,0,0,72.4,49.1,24,4,2,56.8,5,Medium,5.9,Yes,No,No,Yes,Yes,Yes,No,Yes,2,2,2,1,4,5,2,Paid,No,No,0
2,25,Other,Rural,Central,>3,Low,No,Together,Primary,Unknown,Healthcare,Healthcare,Other,Mother,4.1,23.4,24.5,43.1,43.4,27.9,21.2,7,8,8,3,1,63.5,35.0,24,4,12,54.2,4,Low,3.7,Yes,No,Yes,No,Yes,Yes,No,Yes,2,2,5,1,3,2,3,Unpaid,No,No,1
3,25,Other,Rural,Central,>3,Low,No,Together,Primary,Unknown,Healthcare,Healthcare,Other,Mother,5.2,36.3,32.6,40.7,36.4,45.8,30.3,10,12,11,0,0,75.9,29.9,72,4,3,56.1,2,Low,4.7,No,No,No,No,Yes,Yes,No,Yes,2,2,5,1,5,2,1,Paid,No,No,0
4,26,Other,Rural,Central,>3,Low,No,Together,Primary,Unknown,Healthcare,Healthcare,Other,Mother,5.81,51.2,24.7,43.1,42.0,46.4,33.6,12,11,12,1,0,78.9,47.3,80,4,0,65.6,4,Medium,4.7,No,Yes,No,No,Yes,Yes,No,Yes,2,2,1,2,1,1,4,Paid,No,No,0
1,17,Male,Rural,East,<=3,Middle,Yes,Together,Secondary,Secondary,Home,Services,Course,Father,6.56,51.8,53.0,53.2,54.2,50.1,66.8,12,13,12,0,0,83.2,34.0,24,3,5,69.1,4,Medium,6.0,Yes,Yes,Yes,Yes,Yes,No,No,No,2,1,2,3,1,3,4,Paid,Yes,No,0
2,18,Male,Rural,East,<=3,Middle,Yes,Together,Secondary,Secondary,Home,Services,Course,Father,8.12,53.8,58.6,67.4,66.3,57.8,55.5,13,15,14,0,1,83.9,58.1,48,1,1,78.8,6,High,5.4,Yes,Yes,No,No,Yes,No,No,No,2,1,4,4,3,2,4,Paid,Yes,No,0
3,18,Male,Rural,East,<=3,Middle,Yes,Together,Secondary,Secondary,Home,Services,Course,Father,8.89,61.2,64.7,80.0,62.3,75.9,67.5,18,16,17,0,0,82.9,47.6,72,3,3,71.8,5,High,8.2,No,No,No,Yes,Yes,No,No,No,2,1,4,1,5,5,4,Unpaid,Yes,No,0
4,19,Male,Rural,East,<=3,Middle,Yes,Together,Secondary,Secondary,Home,Services,Course,Father,5.99,43.8,39.3,49.2,43.5,48.2,44.1,10,12,11,1,0,96.6,43.7,80,3,4,86.4,7,Medium,4.7,No,Yes,No,Yes,Yes,No,No,No,2,1,1,3,5,2,3,Unpaid,Yes,No,0
1,22,Female,Rural,South,>3,Low,No,Together,Secondary,Secondary,Teacher,Services,Course,Mother,6.3,29.1,47.5,41.1,47.3,56.8,59.7,13,13,13,0,0,96.7,43.4,24,1,1,79.1,2,Medium,6.3,No,No,Yes,No,No,Yes,No,Yes,4,5,5,4,1,2,4,Partial,Yes,No,0
2,23,Female,Rural,South,>3,Low,No,Together,Secondary,Secondary,Teacher,Services,Course,Mother,6.69,49.7,55.1,59.0,61.6,43.8,35.8,12,14,13,2,0,77.4,51.8,32,1,3,51.7,5,Medium,7.0,No,No,No,No,No,Yes,No,Yes,4,5,3,4,5,4,3,Paid,Yes,No,0
3,23,Female,Rural,South,>3,Low,No,Together,Secondary,Secondary,Teacher,Services,Course,Mother,8.35,57.7,62.5,73.0,65.0,68.6,51.3,17,15,16,1,0,80.2,56.4,60,3,2,67.5,3,High,5.4,No,No,Yes,No,No,Yes,No,Yes,4,5,1,3,1,5,5,Unpaid,Yes,No,0
4,24,Female,Rural,South,>3,Low,No,Together,Secondary,Secondary,Teacher,Services,Course,Mother,5.38,46.0,48.4,30.8,49.0,42.4,24.4,11,10,10,0,0,80.7,45.5,96,4,0,70.0,8,Low,5.2,No,No,Yes,Yes,No,Yes,No,Yes,4,5,3,2,2,5,2,Unpaid,Yes,No,0
1,20,Male,Urban,West,>3,Low,No,Apart,Higher,Secondary,Teacher,Home,Reputation,Father,8.58,51.6,67.4,56.4,56.0,75.8,71.4,14,15,14,0,1,93.9,68.3,24,2,3,73.8,4,High,7.8,Yes,No,No,Yes,Yes,No,No,No,4,1,5,3,1,4,5,Partial,Yes,No,0
2,21,Male,Urban,West,>3,Low,No,Apart,Higher,Secondary,Teacher,Home,Reputation,Father,10.0,73.0,71.3,90.1,67.6,63.7,67.7,20,19,20,0,0,79.7,64.7,48,2,3,81.2,3,High,8.0,No,Yes,No,Yes,Yes,No,No,No,4,1,3,3,5,3,4,Paid,Yes,No,0
3,21,Male,Urban,West,>3,Low,No,Apart,Higher,Secondary,Teacher,Home,Reputation,Father,10.0,74.1,74.3,69.5,76.6,71.1,86.3,20,20,20,0,0,67.6,68.1,72,2,4,58.8,8,High,7.4,Yes,Yes,No,No,Yes,No,No,No,4,1,4,3,4,4,2,Partial,Yes,No,0
4,22,Male,Urban,West,>3,Low,No,Apart,Higher,Secondary,Teacher,Home,Reputation,Father,8.5,75.3,72.8,55.7,48.0,57.1,48.4,17,16,16,0,1,76.6,56.4,96,4,3,56.9,7,High,9.8,Yes,No,No,No,Yes,No,No,No,4,1,1,1,4,1,4,Unpaid,Yes,No,0
1,17,Male,Rural,North,<=3,High,Yes,Together,Primary,Unknown,Home,Healthcare,Other,Other,8.0,55.2,54.3,62.5,69.2,58.1,64.7,15,16,16,1,0,74.7,47.0,20,4,6,64.2,2,High,7.8,No,Yes,No,Yes,Yes,Yes,Yes,Yes,2,3,4,1,4,5,1,Partial,Yes,Yes,0
2,18,Male,Rural,North,<=3,High,Yes,Together,Primary,Unknown,Home,Healthcare,Other,Other,5.74,46.2,59.4,60.9,48.2,42.9,36.5,9,9,9,1,0,60.7,50.6,40,4,14,58.1,6,Medium,5.7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,1,2,2,1,4,Paid,Yes,Yes,0
3,18,Male,Rural,North,<=3,High,Yes,Together,Primary,Unknown,Home,Healthcare,Other,Other,6.2,55.5,46.1,35.1,50.7,31.2,57.7,10,13,12,1,1,85.7,33.1,60,4,4,77.8,3,Medium,3.9,No,No,No,Yes,Yes,Yes,Yes,Yes,2,3,4,2,3,4,4,Partial,Yes,Yes,0
4,19,Male,Rural,North,<=3,High,Yes,Together,Primary,Unknown,Home,Healthcare,Other,Other,6.47,49.0,35.5,45.2,53.6,45.6,43.3,10,11,10,0,0,78.4,50.6,96,2,5,62.9,5,Medium,4.1,No,Yes,No,Yes,Yes,Yes,Yes,Yes,2,3,1,3,2,2,5,Paid,Yes,Yes,0
1,23,Female,Urban,West,<=3,High,No,Apart,Secondary,Unknown,Other,Teacher,Course,Mother,1.41,6.1,5.8,10.9,24.1,11.8,6.5,1,1,1,1,3,60.8,10.0,20,4,10,40.2,2,Low,1.0,Yes,No,No,No,Yes,No,No,Yes,1,5,3,1,4,2,3,Partial,Yes,Yes,0
2,24,Female,Urban,West,<=3,High,No,Apart,Secondary,Unknown,Other,Teacher,Course,Mother,1.3,0.0,13.1,25.5,21.8,0.0,22.7,0,0,0,5,1,68.4,15.3,8,4,2,61.2,2,Low,1.7,Yes,Yes,No,No,Yes,No,No,Yes,1,5,3,1,5,1,3,Paid,Yes,Yes,1
3,24,Female,Urban,West,<=3,High,No,Apart,Secondary,Unknown,Other,Teacher,Course,Mother,2.99,10.6,27.6,26.6,30.5,27.6,14.6,6,9,8,0,3,70.8,35.0,72,2,3,53.6,2,Low,3.5,No,No,No,No,Yes,No,No,Yes,1,5,5,2,3,2,2,Paid,Yes,Yes,0
4,25,Female,Urban,West,<=3,High,No,Apart,Secondary,Unknown,Other,Teacher,Course,Mother,4.5,39.3,45.7,50.7,39.2,37.4,30.2,5,6,6,1,0,64.5,37.0,80,2,17,56.8,5,Low,4.0,Yes,No,Yes,Yes,Yes,No,No,Yes,1,5,2,4,2,4,5,Paid,Yes,Yes,0
1,25,Male,Urban,North,>3,Low,No,Together,Primary,Higher,Home,Teacher,Course,Mother,7.97,50.2,58.6,66.4,58.0,67.6,62.1,16,14,15,0,0,94.9,41.0,24,1,8,81.9,4,High,6.5,Yes,Yes,No,Yes,No,Yes,No,No,1,1,5,3,3,4,5,Unpaid,No,No,0
2,26,Male,Urban,North,>3,Low,No,Together,Primary,Higher,Home,Teacher,Course,Mother,6.59,52.9,54.0,52.4,49.1,49.4,54.5,11,14,12,0,1,85.2,44.6,48,1,5,64.1,2,Medium,5.1,No,Yes,No,Yes,No,Yes,No,No,1,1,3,3,3,1,1,Paid,No,No,0
3,26,Male,Urban,North,>3,Low,No,Together,Primary,Higher,Home,Teacher,Course,Mother,7.72,78.7,59.6,58.6,42.8,59.4,61.1,12,16,14,2,0,74.8,52.7,48,4,5,44.5,5,High,3.9,No,Yes,No,Yes,No,Yes,No,No,1,1,3,1,3,5,4,Partial,No,No,0
4,27,Male,Urban,North,>3,Low,No,Together,Primary,Higher,Home,Teacher,Course,Mother,7.47,67.3,43.3,52.2,56.9,65.7,58.6,14,12,13,0,0,76.1,42.1,96,2,10,63.7,1,Medium,7.4,Yes,No,No,No,No,Yes,No,No,1,1,2,3,3,5,3,Paid,No,No,0
1,20,Female,Rural,North,>3,Low,Yes,Apart,Secondary,Higher,Home,Home,Reputation,Mother,3.41,31.6,16.5,30.0,26.4,14.9,18.3,6,9,8,1,3,61.6,13.4,20,1,15,31.7,1,Low,2.7,No,Yes,Yes,No,Yes,Yes,Yes,Yes,4,1,4,5,1,4,3,Paid,No,No,1
2,21,Female,Rural,North,>3,Low,Yes,Apart,Secondary,Higher,Home,Home,Reputation,Mother,4.14,35.7,39.5,27.8,31.4,27.8,20.2,5,7,6,1,3,63.2,19.4,40,2,21,60.8,3,Low,3.5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4,1,4,2,4,5,2,Paid,No,No,0
3,21,Female,Rural,North,>3,Low,Yes,Apart,Secondary,Higher,Home,Home,Reputation,Mother,3.91,20.6,36.3,37.6,47.6,20.1,34.4,8,8,8,2,1,53.7,31.1,48,3,15,45.9,7,Low,3.4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,1,1,2,2,4,3,Unpaid,No,No,1
4,22,Female,Rural,North,>3,Low,Yes,Apart,Secondary,Higher,Home,Home,Reputation,Mother,1.89,6.3,11.4,19.6,11.4,23.7,11.6,3,2,2,3,2,61.1,11.6,48,4,19,58.1,3,Low,1.0,No,No,No,No,Yes,Yes,Yes,Yes,4,1,2,2,2,5,5,Unpaid,No,No,1
1,20,Male,Urban,Central,<=3,Middle,No,Together,Higher,Secondary,Healthcare,Home,Home_Proximity,Mother,7.41,55.6,55.2,53.5,43.5,58.8,58.6,12,13,12,0,0,64.6,58.3,24,1,10,38.7,7,Medium,6.1,No,Yes,No,No,Yes,Yes,No,No,1,4,3,4,1,2,2,Partial,No,No,0
2,21,Male,Urban,Central,<=3,Middle,No,Together,Higher,Secondary,Healthcare,Home,Home_Proximity,Mother,7.49,53.9,58.3,64.4,53.3,54.9,51.8,14,12,13,1,0,66.7,63.4,40,2,6,54.2,3,Medium,4.6,No,No,No,Yes,Yes,Yes,No,No,1,4,2,2,3,5,3,Paid,No,No,0
3,21,Male,Urban,Central,<=3,Middle,No,Together,Higher,Secondary,Healthcare,Home,Home_Proximity,Mother,7.2,54.9,63.7,48.1,58.5,40.9,59.8,13,12,12,0,1,62.9,61.4,72,4,8,57.1,7,Medium,7.2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,4,1,2,3,3,3,Paid,No,No,0
4,22,Male,Urban,Central,<=3,Middle,No,Together,Higher,Secondary,Healthcare,Home,Home_Proximity,Mother,6.37,48.9,52.0,55.4,48.1,46.0,42.3,13,12,12,0,1,82.6,43.4,96,4,2,61.2,1,Medium,4.7,Yes,No,Yes,No,Yes,Yes,No,No,1,4,4,1,1,3,1,Paid,No,No,0
1,22,Female,Rural,North,<=3,Low,No,Together,Primary,Unknown,Home,Teacher,Other,Father,5.08,36.4,35.0,33.7,34.8,31.5,41.6,10,10,10,0,0,59.3,33.1,24,2,16,65.7,6,Low,5.1,No,No,No,No,Yes,Yes,Yes,No,1,3,4,2,5,2,4,Unpaid,No,No,0
2,23,Female,Rural,North,<=3,Low,No,Together,Primary,Unknown,Home,Teacher,Other,Father,4.44,39.8,37.1,27.4,35.8,34.1,35.8,8,9,8,1,1,84.1,23.2,40,1,9,70.0,3,Low,3.9,No,No,No,No,Yes,Yes,Yes,No,1,3,4,4,2,1,1,Unpaid,No,No,0
3,23,Female,Rural,North,<=3,Low,No,Together,Primary,Unknown,Home,Teacher,Other,Father,4.15,22.8,35.0,22.6,35.9,30.2,33.8,8,6,7,4,1,72.4,36.9,24,4,3,81.5,4,Low,4.7,No,No,No,Yes,Yes,Yes,Yes,No,1,3,2,1,1,4,5,Partial,No,No,1
4,24,Female,Rural,North,<=3,Low,No,Together,Primary,Unknown,Home,Teacher,Other,Father,3.91,16.3,26.2,26.4,27.0,23.1,39.4,7,6,6,2,1,61.6,24.3,64,4,13,55.1,3,Low,4.2,No,No,No,Yes,Yes,Yes,Yes,No,1,3,2,1,4,2,4,Unpaid,No,No,0
1,19,Male,Rural,North,<=3,Middle,No,Together,Secondary,Primary,Teacher,Teacher,Home_Proximity,Father,9.07,58.0,64.3,66.7,72.1,66.7,52.3,18,16,17,0,0,73.6,78.1,24,3,7,46.3,4,High,7.4,No,Yes,No,Yes,No,Yes,Yes,Yes,2,2,5,2,5,5,1,Partial,Yes,No,0
2,20,Male,Rural,North,<=3,Middle,No,Together,Secondary,Primary,Teacher,Teacher,Home_Proximity,Father,9.68,83.1,68.0,77.5,59.9,77.6,66.3,18,19,18,0,0,81.6,71.2,48,3,5,81.9,6,High,6.8,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2,2,4,1,3,3,1,Paid,Yes,No,0
3,20,Male,Rural,North,<=3,Middle,No,Together,Secondary,Primary,Teacher,Teacher,Home_Proximity,Father,10.0,80.2,77.0,78.5,75.1,86.7,77.2,18,19,18,0,0,83.0,65.5,72,4,1,55.6,7,High,8.1,No,No,No,Yes,No,Yes,Yes,Yes,2,2,3,2,2,4,1,Partial,Yes,No,0
4,21,Male,Rural,North,<=3,Middle,No,Together,Secondary,Primary,Teacher,Teacher,Home_Proximity,Father,8.7,64.1,69.4,66.8,67.3,76.9,68.1,14,15,14,0,0,84.2,50.8,96,2,9,72.8,1,High,6.2,No,Yes,Yes,No,No,Yes,Yes,Yes,2,2,4,3,2,4,2,Partial,Yes,No,0
1,22,Male,Rural,East,>3,Middle,Yes,Apart,Higher,Secondary,Services,Healthcare,Home_Proximity,Other,8.4,62.6,65.6,58.6,65.8,59.3,63.3,14,18,16,1,0,73.6,62.3,20,3,3,39.3,8,High,6.8,No,Yes,No,No,Yes,Yes,No,No,1,2,4,2,5,2,4,Paid,No,Yes,0
2,23,Male,Rural,East,>3,Middle,Yes,Apart,Higher,Secondary,Services,Healthcare,Home_Proximity,Other,7.01,50.3,49.9,50.9,57.3,47.4,47.2,13,13,13,1,0,76.9,49.8,40,1,2,64.6,2,Medium,4.7,Yes,No,Yes,No,Yes,Yes,No,No,1,2,5,4,1,2,1,Paid,No,Yes,0
3,23,Male,Rural,East,>3,Middle,Yes,Apart,Higher,Secondary,Services,Healthcare,Home_Proximity,Other,8.4,51.6,48.4,74.5,60.0,71.3,66.7,17,19,18,1,0,94.4,68.6,60,4,7,84.0,6,High,7.1,No,No,Yes,Yes,Yes,Yes,No,No,1,2,4,1,4,4,4,Partial,No,Yes,0
4,24,Male,Rural,East,>3,Middle,Yes,Apart,Higher,Secondary,Services,Healthcare,Home_Proximity,Other,8.24,69.3,58.4,45.9,59.9,56.9,76.7,15,16,16,0,1,87.5,70.6,96,4,3,65.0,3,High,6.0,Yes,No,No,No,Yes,Yes,No,No,1,2,3,1,5,3,4,Paid,No,Yes,0
1,23,Female,Rural,West,>3,High,No,Together,Secondary,Higher,Healthcare,Home,Reputation,Father,7.83,37.7,44.2,57.7,54.7,62.2,62.0,17,14,16,2,0,61.7,59.1,16,3,12,37.0,5,High,6.8,No,Yes,No,Yes,Yes,Yes,No,No,1,4,2,3,4,2,2,Unpaid,No,No,0
2,24,Female,Rural,West,>3,High,No,Together,Secondary,Higher,Healthcare,Home,Reputation,Father,3.64,26.8,27.3,22.8,27.2,23.6,40.3,6,6,6,0,1,65.6,24.8,48,4,6,54.2,5,Low,4.3,Yes,Yes,Yes,No,Yes,Yes,No,No,1,4,5,1,4,2,5,Paid,No,No,0
3,24,Female,Rural,West,>3,High,No,Together,Secondary,Higher,Healthcare,Home,Reputation,Father,5.09,40.7,38.2,31.0,41.7,53.8,33.7,8,12,10,2,0,86.3,47.7,48,3,5,82.8,2,Low,4.7,No,No,Yes,Yes,Yes,Yes,No,No,1,4,3,1,5,1,5,Paid,No,No,0
4,25,Female,Rural,West,>3,High,No,Together,Secondary,Higher,Healthcare,Home,Reputation,Father,5.69,28.0,44.1,58.1,51.3,32.8,42.5,11,12,12,1,0,56.1,45.7,80,4,10,50.3,4,Medium,1.1,Yes,No,Yes,No,Yes,Yes,No,No,1,4,4,1,4,3,5,Partial,No,No,0
1,19,Male,Urban,East,>3,Middle,No,Apart,Primary,Unknown,Healthcare,Healthcare,Reputation,Mother,5.81,42.3,41.7,43.7,41.4,48.0,42.9,13,14,14,0,0,91.1,32.1,24,3,4,90.3,6,Medium,2.8,No,Yes,Yes,No,Yes,No,No,No,4,1,4,2,3,5,5,Paid,No,Yes,0
2,20,Male,Urban,East,>3,Middle,No,Apart,Primary,Unknown,Healthcare,Healthcare,Reputation,Mother,5.54,44.2,32.8,28.2,28.6,42.2,31.7,9,13,11,0,0,78.3,29.7,48,3,3,62.9,0,Medium,3.7,Yes,Yes,No,No,Yes,No,No,No,4,1,4,1,4,4,3,Unpaid,No,Yes,0
3,20,Male,Urban,East,>3,Middle,No,Apart,Primary,Unknown,Healthcare,Healthcare,Reputation,Mother,6.15,47.8,46.6,45.3,41.5,51.2,51.6,10,12,11,1,0,65.8,42.4,60,4,1,35.1,4,Medium,5.9,No,Yes,No,Yes,Yes,No,No,No,4,1,5,1,4,5,4,Unpaid,No,Yes,0
4,21,Male,Urban,East,>3,Middle,No,Apart,Primary,Unknown,Healthcare,Healthcare,Reputation,Mother,6.27,40.2,36.6,47.7,44.1,48.8,33.9,12,12,12,1,0,65.3,37.0,80,2,7,55.6,5,Medium,4.1,No,No,Yes,Yes,Yes,No,No,No,4,1,2,2,3,2,3,Paid,No,Yes,0
1,23,Female,Urban,North,>3,Middle,No,Apart,Secondary,Higher,Other,Teacher,Other,Father,5.62,42.7,60.7,35.0,38.6,49.3,45.0,10,12,11,1,0,79.0,36.3,20,4,5,45.3,6,Medium,6.4,No,Yes,No,Yes,Yes,Yes,No,Yes,4,4,1,1,2,4,2,Paid,No,No,0
2,24,Female,Urban,North,>3,Middle,No,Apart,Secondary,Higher,Other,Teacher,Other,Father,7.67,62.7,70.4,61.2,63.2,49.2,74.2,16,13,14,0,0,76.3,45.9,48,3,2,54.2,7,High,7.5,No,Yes,No,No,Yes,Yes,No,Yes,4,4,5,1,3,4,3,Partial,No,No,0
3,24,Female,Urban,North,>3,Middle,No,Apart,Secondary,Higher,Other,Teacher,Other,Father,7.97,60.0,78.3,67.8,60.2,63.0,58.8,17,13,15,0,0,83.5,52.6,72,3,6,77.1,2,High,4.9,No,Yes,No,No,Yes,Yes,No,Yes,4,4,1,2,2,5,2,Partial,No,No,0
4,25,Female,Urban,North,>3,Middle,No,Apart,Secondary,Higher,Other,Teacher,Other,Father,6.36,37.6,60.4,46.4,46.2,45.3,42.1,9,12,10,0,0,78.3,39.9,96,3,4,63.4,0,Medium,3.0,No,Yes,No,Yes,Yes,Yes,No,Yes,4,4,4,1,1,4,2,Partial,No,No,0
1,19,Male,Urban,Central,>3,Middle,No,Apart,Primary,Higher,Services,Other,Home_Proximity,Father,8.5,65.7,55.1,68.8,61.5,66.5,53.0,15,17,16,0,0,79.5,53.6,24,2,3,54.0,7,High,6.7,No,No,No,Yes,Yes,Yes,No,Yes,4,4,1,2,1,2,1,Partial,No,No,0
2,20,Male,Urban,Central,>3,Middle,No,Apart,Primary,Higher,Services,Other,Home_Proximity,Father,6.73,56.6,41.4,42.9,60.6,43.3,40.5,13,13,13,1,0,100.0,58.7,40,3,1,84.6,2,Medium,4.4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,4,4,1,2,5,4,4,Unpaid,No,No,0
3,20,Male,Urban,Central,>3,Middle,No,Apart,Primary,Higher,Services,Other,Home_Proximity,Father,6.32,43.2,51.3,51.1,36.6,45.4,63.5,12,10,11,0,0,76.8,49.7,72,3,5,58.9,3,Medium,5.5,Yes,No,No,No,Yes,Yes,No,Yes,4,4,4,1,2,3,5,Unpaid,No,No,0
4,21,Male,Urban,Central,>3,Middle,No,Apart,Primary,Higher,Services,Other,Home_Proximity,Father,8.42,69.9,62.0,52.1,69.3,62.3,53.6,14,17,16,0,0,97.1,74.7,96,4,5,74.7,7,High,6.7,No,Yes,Yes,No,Yes,Yes,No,Yes,4,4,1,1,4,4,3,Paid,No,No,0
1,18,Female,Urban,East,<=3,Low,Yes,Together,Primary,Unknown,Healthcare,Other,Course,Mother,6.37,35.3,58.1,44.8,51.2,49.1,41.6,10,13,12,0,0,63.7,36.1,24,3,6,36.4,5,Medium,6.9,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1,3,4,1,5,3,5,Partial,Yes,No,0
2,19,Female,Urban,East,<=3,Low,Yes,Together,Primary,Unknown,Healthcare,Other,Course,Mother,6.1,51.2,37.2,50.7,44.6,47.8,28.9,8,12,10,0,0,88.6,45.0,48,4,5,69.0,3,Medium,6.0,No,No,Yes,Yes,Yes,Yes,Yes,No,1,3,3,1,2,2,3,Unpaid,Yes,No,0
3,19,Female,Urban,East,<=3,Low,Yes,Together,Primary,Unknown,Healthcare,Other,Course,Mother,6.17,35.1,39.2,43.0,38.2,49.1,53.3,11,11,11,1,0,82.1,37.2,60,4,4,51.4,4,Medium,2.9,No,Yes,No,Yes,Yes,Yes,Yes,No,1,3,3,2,5,3,1,Partial,Yes,No,0
4,20,Female,Urban,East,<=3,Low,Yes,Together,Primary,Unknown,Healthcare,Other,Course,Mother,6.34,51.5,45.0,42.4,53.1,45.7,48.6,12,13,12,0,0,67.0,37.2,96,4,2,34.2,8,Medium,2.5,No,No,No,No,Yes,Yes,Yes,No,1,3,2,2,5,5,1,Paid,Yes,No,0
1,20,Male,Urban,East,<=3,Middle,No,Apart,Secondary,Secondary,Home,Teacher,Home_Proximity,Mother,3.26,26.2,24.9,17.7,8.7,39.3,32.7,4,9,6,3,3,70.4,28.1,12,3,7,53.6,2,Low,1.6,No,No,Yes,No,Yes,Yes,Yes,No,2,5,1,2,1,1,5,Paid,No,No,1
2,21,Male,Urban,East,<=3,Middle,No,Apart,Secondary,Secondary,Home,Teacher,Home_Proximity,Mother,3.62,33.0,27.2,26.1,27.7,24.5,40.2,6,7,6,5,3,54.5,33.1,8,1,14,57.2,1,Low,1.8,No,Yes,Yes,Yes,Yes,Yes,Yes,No,2,5,4,5,5,5,1,Paid,No,No,1
3,21,Male,Urban,East,<=3,Middle,No,Apart,Secondary,Secondary,Home,Teacher,Home_Proximity,Mother,2.79,17.2,30.6,25.5,33.7,19.6,11.4,3,5,4,2,2,88.2,9.9,48,3,2,66.9,2,Low,3.8,Yes,Yes,No,No,Yes,Yes,Yes,No,2,5,3,1,4,3,4,Partial,No,No,0
4,22,Male,Urban,East,<=3,Middle,No,Apart,Secondary,Secondary,Home,Teacher,Home_Proximity,Mother,4.93,46.3,40.9,56.6,38.2,36.4,38.3,11,8,10,0,0,65.9,36.6,96,2,4,45.5,2,Low,3.4,No,Yes,No,Yes,Yes,Yes,Yes,No,2,5,3,2,2,5,4,Paid,No,No,0
1,24,Female,Rural,South,<=3,Middle,Yes,Apart,Higher,Unknown,Healthcare,Home,Reputation,Mother,8.1,52.4,55.9,57.9,60.2,48.6,60.8,12,15,14,3,1,56.3,63.6,12,2,11,40.7,2,High,5.4,No,Yes,No,Yes,Yes,Yes,No,Yes,3,1,4,3,1,2,1,Paid,Yes,No,1
2,25,Female,Rural,South,<=3,Middle,Yes,Apart,Higher,Unknown,Healthcare,Home,Reputation,Mother,3.91,30.7,32.9,29.0,18.4,20.9,31.7,6,8,7,3,1,74.0,9.5,24,3,6,71.7,3,Low,3.1,Yes,Yes,No,No,Yes,Yes,No,Yes,3,1,2,1,3,5,2,Partial,Yes,No,1
